Timestamp (millisec since midnight today),Test time,pwm_duty_limb0_fwd,pwm_duty_limb0_rev,pwm_duty_limb1_fwd,pwm_duty_limb1_rev,unconstrained_pwm_duty_lim0_fwd,unconstrained_pwm_duty_lim0_rev,unconstrained_pwm_duty_lim1_fwd,unconstrained_pwm_duty_lim1_rev,u_setpoint_limb0,u_setpoint_limb1,temp_limit,Bendlabs_0,Bendlabs_1,MCPtemp_0,MCPtemp_1,MCPtemp_2,MCPtemp_3,tagid_x_101,tagid_y_101,tagid_x_102,tagid_y_102,tagid_x_103,tagid_y_103,tagid_x_104,tagid_y_104,tagid_x_105,tagid_y_105,tagid_x_106,tagid_y_106,tagid_x_107,tagid_y_107,tagid_x_108,tagid_y_108,tagid_x_109,tagid_y_109
62580300,12.008,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0.25,115,0,0,29.63,53.81,80.63,29.94,33.6109544555667,54.1813395341037,109.079726119578,71.131770945392,164.821094878291,103.068343826708,211.32049457645,147.612742731017,257.344157112375,204.841584924629,302.672970147466,266.096198646396,333.564884929746,323.079093757867,348.632862696395,375.696832785791,359.022002656711,433.188972368745
62580500,12.208,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0.25,115,0,0,29.56,54,85.63,29.88,33.6682425968892,54.2315032146485,109.09144021588,71.1022961787554,164.783521911651,103.192353433496,210.799719662701,148.049921703106,256.072921920051,205.892641243486,300.574421655959,267.689474283368,330.51800770241,325.163478085644,344.340549418105,378.307736536482,353.143151178891,436.096570784441
62580700,12.408,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0.25,115,0,0,29.56,54,85.63,29.88,33.6561996342477,54.2051792530434,108.936606066914,71.2004202900532,164.203907871234,104.004241776973,209.120852990241,149.856512826134,252.847884424017,208.735941360691,295.747893756982,271.624698498371,323.891665843616,329.90558079793,336.062295439525,383.10436778212,342.660980527518,441.372133084378
62580900,12.608,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0.25,115,0,0,29.56,55.63,88.44,29.88,33.7493457415229,54.2097942821697,108.925359330822,71.1471013518268,164.10602101826,104.026420889004,208.766371305785,150.127063360558,251.834435881958,209.419221704297,294.088813322048,272.717117422325,321.544758857605,331.430311055015,332.696912845164,384.988078194714,338.042871085094,443.298859025431
62581100,12.81,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0.25,115,0,0,29.56,55.63,88.44,29.88,33.7193279436749,54.1735928172293,108.887398110489,71.1613199277452,163.667005762327,104.521880530101,207.333090391222,151.454754261291,248.978652249036,211.773561290923,289.680571592374,275.9913299265,315.680769729307,335.350288420499,325.364439252243,389.215803522896,328.897847164412,447.827473070335
62581300,13.008,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0.2,115,0,0,29.56,55.63,88.44,29.88,33.6797315737948,54.1964453943944,108.763293815535,71.1034127249258,163.614165053462,104.505153244549,207.014041094111,151.562386097656,248.407876012636,212.101692721305,288.788909965263,276.488198757865,314.319765986037,336.162351879493,323.705205199787,390.012446739553,326.700279435362,449.013581205766
62581500,13.208,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0.2,115,0,0,29.69,55.88,97.44,29.81,33.6133666239411,54.0974717008999,108.839245481621,71.1607459801958,163.369461468307,104.749280235163,206.437554805372,152.057816243718,247.171006178714,213.076712518682,286.913149513859,277.914124637712,311.907675972446,337.826623604967,320.490804535382,391.784638921465,322.82580592005,450.847580082722
62581700,13.408,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0.2,115,0,0,29.69,55.88,97.44,29.81,33.6010145467981,54.1025551861949,108.755015700835,71.0399897175018,163.275437937336,104.817689711758,205.95856937225,152.342008604069,246.42717146142,213.621361368921,285.776569510621,278.680240110716,310.283163793302,338.784033213513,318.486466021584,392.783715110664,320.281146532011,451.528264916076
62581900,13.608,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0.2,115,0,0,29.69,59.13,100.31,29.81,33.6038194048856,54.1151421381059,108.736953457736,71.001177716824,163.078396450879,105.046361873544,205.6687217375,152.752853701952,245.582790132278,214.39284104554,284.457229853165,279.660932394615,308.541373325511,339.896563769082,316.114471543264,393.97632737526,317.213780902571,452.763851037164
62582100,13.81,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0.2,115,0,0,29.69,59.13,100.31,29.81,33.5783764054724,54.117966253681,108.689021608612,71.0938134443081,163.004355606122,105.261258850278,205.398932893309,153.186570557937,245.006552013698,214.824539811502,283.493055093779,280.33059210531,307.162770462006,340.724179113813,314.442384186805,394.942355499185,314.965835331533,453.702026383956
62582300,14.008,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,115,0,0,29.69,59.13,100.31,29.81,33.5886392941201,54.1184134488787,108.693428594012,71.1236191495784,162.911451395237,105.351905164131,205.184811981852,153.38659335085,244.714113590219,215.078431774352,283.127748785589,280.642684333271,306.781240118324,340.923566962709,314.121047345126,395.161794303687,314.750656058051,453.87754813644
62582500,14.208,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,115,0,0,29.31,62.63,107.94,29.81,33.6206062586837,54.227563888194,108.710348291161,71.1870337233915,163.025502786362,105.38891695794,205.470983975498,153.282839673978,245.072932203223,214.893087856669,283.528458181826,280.310055260849,307.456085204247,340.608022399385,314.98003710818,394.732020562578,316.101879029845,453.162838078071
62582700,14.408,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,115,0,0,29.31,62.63,107.94,29.81,33.6332622299607,54.2186969680453,108.721107824476,71.2486998051728,163.091763651348,105.426370888284,205.618085070246,153.211636738297,245.4082711865,214.755290481382,284.107060699497,280.110472529006,308.354210582522,340.087094186593,316.110134925909,393.964153910283,317.796000844667,452.707012343388
62582902,14.608,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,115,0,0,29.56,63.81,110.13,29.56,33.6577496362261,54.1293159698194,108.751832231404,71.1632289680034,163.086735725568,105.339936309122,205.613542734682,153.126759544439,245.367322170487,214.655300751975,284.10510313177,280.031425173322,308.273880252725,339.999874464177,316.306805561161,393.958339019845,318.336624006149,452.326276052026
62583102,14.81,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,115,0,0,29.56,63.81,110.13,29.56,33.7051453272117,54.1953688845288,108.755978308542,71.2879848774109,163.174472795437,105.355003561676,205.827052873641,153.091361011509,245.870368988066,214.533920500111,284.795479762037,279.565317388389,309.303695187345,339.464724634029,317.623499389227,393.517105814405,320.002927609279,451.982046965475
62583302,15.009,0,0,0,0,0,0,0,0,0,0,115,0,0,29.56,63.81,110.13,29.56,33.7256472361804,54.1733380647709,108.786763868912,71.2966885733726,163.230708198135,105.299205553807,206.061569968373,152.908766041365,246.419039888568,214.094750862619,285.751777585546,278.955382346544,310.668137362026,338.582042420588,319.843200462728,392.497450958633,323.315486587534,450.94106737846
62583502,15.209,0,0,0,0,0,0,0,0,0,0,115,0,0,29.5,67.13,114.75,29.75,33.6802722978542,54.1302985925488,108.857582387204,71.302221588541,163.497116827155,104.949683840033,206.848623551053,152.132907010816,247.893755091357,212.859216466483,287.90847409486,277.484023281254,313.854813763049,336.8054820528,323.926708422703,390.51854763221,328.770495502764,448.796536437211
62583703,15.409,0,0,0,0,0,0,0,0,0,0,115,0,0,29.5,67.13,114.75,29.75,33.6644235717294,54.1678732368425,108.859335314527,71.289447849874,163.623587213998,104.882634378531,207.283280627382,151.77502430379,248.811073358219,212.161906090703,289.337628444227,276.423073689014,316.323702978633,335.39488431135,327.378241695485,388.836232032023,333.504160211802,447.077735912327
62583908,15.611,0,0,0,0,0,0,0,0,0,0,115,0,0,29.5,67.88,115.31,29.75,33.6066448118041,54.1377779064234,108.867457142775,71.1875190478518,163.763806270828,104.512954920995,207.839922355382,151.176893818901,249.958196975265,211.286417193933,291.248597403219,275.145096785833,318.701902772512,333.895392349005,330.79657631688,387.17791148006,338.077220246673,445.192247922508
62584107,15.817,0,0,0,0,0,0,0,0,0,0,115,0,0,29.5,67.88,115.31,29.75,33.600068812199,54.0832052770051,108.900364374689,71.2387222753288,163.879009928218,104.347138313148,208.39820053853,150.684885746334,251.164922481092,210.266404141855,293.06424401379,273.803466797086,321.568929405298,332.091990170497,334.735872770507,385.080132353642,343.602174369514,442.933898970192
62584307,16.014,0,0.35,0,0.35,0,0.35,0,0.35,-0.35,-0.35,115,0,0,29.5,67.88,115.31,29.75,33.5853954307369,54.0861757540554,108.899583441421,71.2078787060667,164.080885768464,104.153544685226,209.090565054724,150.056603482511,252.548374119565,209.180783602749,295.159940486814,272.282341216865,324.772527812926,330.039271867107,339.223908390429,382.795443305386,350.089170161804,440.228737233893
62584507,16.214,0,0.35,0,0.35,0,0.35,0,0.35,-0.35,-0.35,115,0,0,29.38,70.38,115.44,29.69,33.5849621873292,54.0924845018112,108.931400066315,71.1972374899699,164.369864070472,103.81952476176,209.953328983688,149.270669038233,254.301366586963,207.649274138869,297.953660613319,270.077116209963,328.769663205172,327.262995016488,344.981281754259,379.427337162698,358.036250298318,436.316510093955
62584708,16.414,0,0.35,0,0.35,0,0.35,0,0.35,-0.35,-0.35,115,0,0,29.38,70.38,115.44,29.69,33.5837356427249,54.1170970797309,108.987956367713,71.1835448062645,164.488284200219,103.715267724643,210.448377297253,148.856591320852,255.418548193127,206.795009341885,299.755448751878,268.785859728927,331.384748852605,325.307408305118,348.81172730027,377.175558999119,363.833250092015,433.663070649196
62584907,16.615,0,0.35,0,0.35,0,0.35,0,0.35,-0.35,-0.35,115,0,0,29.94,71.31,113.75,34.5,33.6258457370609,54.2083988562615,109.035831769856,71.2880667209845,164.771010577216,103.494627176675,211.219251428717,148.105651456807,257.012649724927,205.438691852745,302.204817621215,266.90277243705,334.9917778442,322.745122471027,354.021727454914,374.01929485413,371.116653708477,429.794593327532
62585107,16.815,0,0.35,0,0.35,0,0.35,0,0.35,-0.35,-0.35,115,0,0,29.94,71.31,113.75,34.5,33.6584268701688,54.2072634881896,109.143292733678,71.1493007436823,164.952447527501,103.351417672379,211.68997672594,147.689747001719,258.078035438348,204.549220984577,303.80543398018,265.545546466596,337.606454123817,320.893966132496,358.04866543388,371.542502371783,377.426725841587,426.703734464255
62585307,17.014,0,0.25,0,0.25,0,0.25,0,0.25,-0.25,-0.25,115,0,0,29.94,71.31,113.75,34.5,33.69095037634,54.1486910996904,109.167982944073,71.1841717221724,165.208296123306,103.017345449095,212.544133009813,146.858084848012,259.814025466429,202.921812164407,306.599615234005,263.152932466213,341.801815975336,317.634474723382,364.058171899512,367.60641618085,385.878216042683,421.684505924852
62585508,17.214,0,0.25,0,0.25,0,0.25,0,0.25,-0.25,-0.25,115,0,0,40,71.88,111.38,37.94,33.6227742159808,54.144946475824,109.150338836592,71.0890642368075,165.281756817658,102.781218339584,212.808939700436,146.379020153099,260.621431247873,202.158724908159,307.788599616986,262.118599284584,343.840559207366,316.161030030227,367.269097201152,365.470917467232,390.838479295964,418.898575987601
62585707,17.416,0,0.25,0,0.25,0,0.25,0,0.25,-0.25,-0.25,115,0,0,40,71.88,111.38,37.94,33.718639062036,54.1698786109163,109.264617017509,71.1048427046831,165.624669617458,102.429561602077,213.872751255092,145.195328171106,262.850054982972,199.900666223375,311.341154441231,258.939624676474,349.196708544762,311.758321110853,375.08129219773,359.812680199929,402.061273590478,411.595185578453
62585907,17.614,0,0.25,0,0.25,0,0.25,0,0.25,-0.25,-0.25,115,0,0,43.75,72.19,108.56,48.06,33.7109888129741,54.1411847700331,109.200726484642,71.0568037427299,165.87001069868,102.102409689161,214.652089992064,144.286702198437,264.612251635295,198.19669346453,314.151113638567,256.449245705459,353.412641633954,308.132930640523,381.395526657422,355.160534112536,411.220052821148,405.36181946753
62586107,17.815,0,0.25,0,0.25,0,0.25,0,0.25,-0.25,-0.25,115,0,0,43.75,72.19,108.56,48.06,33.6775314565057,54.1373089593825,109.282916804244,70.898032184527,166.286217777541,101.33359246667,215.910701313553,142.812928068026,266.942318706432,195.527491661007,317.939106203248,252.650384841905,359.18049081999,302.913317224487,389.599907457988,348.567279315023,422.948809870832,396.701877575717
62586307,18.015,0,0.2,0,0.2,0,0.2,0,0.2,-0.2,-0.2,115,0,0,43.75,72.19,108.56,48.06,33.633610387686,54.1154134299335,109.474403948985,70.5685684190031,166.511260882564,100.754965023169,216.946910638245,141.378696486629,269.119691692396,193.050980399187,321.232303902701,249.376582133885,363.95179013418,298.504459562523,396.287604409557,342.827855949363,432.152148857215,389.260438465411
62586507,18.214,0,0.2,0,0.2,0,0.2,0,0.2,-0.2,-0.2,115,0,0,53.63,72.13,105.38,51.5,33.6030058976085,54.1032091468432,109.390516120226,70.4672496262076,166.781125080692,100.433860906574,217.658047337416,140.484030622284,270.649523936794,191.39531494007,323.576370764807,246.917838153379,367.550580862089,295.125542322108,401.565059689133,338.34156366968,439.481058819011,383.109495284628
62586707,18.414,0,0.2,0,0.2,0,0.2,0,0.2,-0.2,-0.2,115,0,0,53.63,72.13,105.38,51.5,33.602901317346,54.0640341494608,109.398249826526,70.4129240866593,167.030322227692,99.8644006328699,218.641794481985,138.984477288138,272.815282060606,188.818672060089,326.955671710194,243.415516952407,372.220148229944,290.276391271476,408.103967946396,332.056820812062,448.252003378434,374.996481575299
62586907,18.615,0,0.2,0,0.2,0,0.2,0,0.2,-0.2,-0.2,115,0,0,56.56,71.88,102.63,62.44,33.6750349872798,54.1884360144464,109.51701798046,70.6449564809732,167.259194382772,99.8316636126309,219.330636100841,138.509927528257,274.015413162997,187.670431923921,328.592639264742,241.491457999055,374.897895009359,287.575311513785,411.897047071635,328.413876425945,453.735175152516,369.712672650053
62587107,18.814,0,0.2,0,0.2,0,0.2,0,0.2,-0.2,-0.2,115,0,0,56.56,71.88,102.63,62.44,33.6425957449743,54.1680652234283,109.624332100925,70.4872723542785,167.571607830602,99.0764339726648,220.405819451487,136.940133075685,276.105304014076,184.889237717715,332.138982147914,237.636774386319,379.818490670088,282.299070911312,418.779815304598,321.249132200209,463.088485356509,360.271705200268
62587307,19.015,0,0.1,0,0.1,0,0.1,0,0.1,-0.1,-0.1,115,0,0,56.56,71.88,102.63,62.44,33.6264067158812,54.1542086909981,109.662085680517,70.4206133049349,167.865356641245,98.6854278328638,221.084022224108,135.925466796839,277.360209423851,183.206072368383,334.030918345873,235.488191228999,382.468729285374,279.455048936923,422.335237306721,317.538671189488,467.70687957242,355.339510128977
62587507,19.214,0,0.1,0,0.1,0,0.1,0,0.1,-0.1,-0.1,115,0,0,65.44,71.19,99.38,65.88,33.6815193608086,54.1595150408505,109.698592318843,70.4909937679839,167.852353462929,98.8671286689787,221.043530037478,136.08997328907,277.362828104672,183.377082314703,334.114110709122,235.62160085048,382.477386429489,279.482784368532,422.575669222966,317.374589252651,468.184386606488,354.975352394107
62587707,19.414,0,0.1,0,0.1,0,0.1,0,0.1,-0.1,-0.1,115,0,0,65.44,71.19,99.38,65.88,33.7005394926538,54.1852456185384,109.75901344749,70.4766357613096,167.933845989708,98.6215177456577,221.403115550593,135.629696505673,277.950528921298,182.585306036112,334.8780570454,234.506957612207,383.744899943799,277.920747889098,424.256322438659,315.527799541565,470.334255111503,352.601747054623
62587907,19.615,0,0.1,0,0.1,0,0.1,0,0.1,-0.1,-0.1,115,0,0,68,70.94,96.75,74.81,33.6989883180205,54.1479308627781,109.815081703189,70.4220875065187,167.976113618673,98.486319828336,221.551814050775,135.360062194529,278.264582553195,182.090150927087,335.358887812133,233.990896514331,384.600068034507,277.030759456641,425.26340120473,314.375748055086,471.652342216164,351.047021422323
62588107,19.815,0,0.1,0,0.1,0,0.1,0,0.1,-0.1,-0.1,115,0,0,68,70.94,96.75,74.81,33.7104730519925,54.1554396855091,109.805998050819,70.413679617627,168.11532414788,98.453050001884,221.764809607773,135.064895831929,278.664218078639,181.561393482447,335.951086071381,232.977138730281,385.436300345962,275.989248949098,426.483269920375,313.027117908936,473.341373128908,349.233509669372
62588307,20.014,0,0,0,0,0,0,0,0,0,0,115,0,0,68,70.94,96.75,74.81,33.7100987903571,54.1076377311454,109.833797770822,70.3750965928903,168.158046473887,98.2987414275418,221.839436535462,134.797463908401,278.848985832108,181.257886353604,336.085910316507,232.605769890383,385.780828446181,275.589941432308,426.784991022865,312.663298162563,473.517825995948,349.10401599406
62588507,20.214,0,0,0,0,0,0,0,0,0,0,115,0,0,74.44,69.88,92.44,76.94,33.6224118193415,54.1116098395011,109.737541698339,70.3857585523908,168.128932327756,98.3341339165199,221.794104879707,134.803859253717,278.64239182135,181.448521767815,335.936013176096,232.991785302379,385.340025237138,276.097105024868,426.141030495587,313.511263710565,472.433259725224,350.342158458903
62588707,20.415,0,0,0,0,0,0,0,0,0,0,115,0,0,74.44,69.88,92.44,76.94,33.599901339009,54.0806336848258,109.716166494417,70.3518367940838,168.066962472262,98.314062512936,221.710548044034,134.918172423123,278.411691214966,181.766078879622,335.812001246887,233.613842165265,384.81127558058,276.782864147164,425.285855624159,314.539424447712,471.171382051997,351.865604089845
62588907,20.615,0,0,0,0,0,0,0,0,0,0,115,0,0,75.88,69.5,91.13,80.94,33.5159706104227,54.0590147010967,109.689160044014,70.2462612961794,168.076455460666,98.2551979953388,221.687209555813,134.902723941873,278.380468861098,181.768495675186,335.473158244756,233.592396782812,384.701351706247,277.02904543182,424.841894530126,314.995989488434,470.552330196813,352.645775834995
62589107,20.814,0,0,0,0,0,0,0,0,0,0,115,0,0,75.88,69.5,91.13,80.94,33.584062612354,54.0745692591497,109.653038545695,70.2432582897905,168.038728250089,98.2865478604923,221.516747219479,135.012937265635,278.09452042875,182.038220056264,335.184620519979,234.156080699431,384.106136226794,277.66832200881,424.108631857567,316.01094453112,469.261530076734,354.120549202993
62589307,21.015,0.35,0,0,0.35,0.35,0,0,0.35,0.35,-0.35,115,0,0,75.88,69.5,91.13,80.94,33.5998423455171,54.1363582110625,109.660827753081,70.3624492516023,167.799295078338,98.4748439041888,220.950957481039,135.711722512973,277.093465151229,183.404951927026,333.501837691347,236.105990482205,382.177480719985,279.953110724046,422.270908681314,318.141832342723,467.792137752592,355.823457732609
62589507,21.215,0.35,0,0,0.35,0.35,0,0,0.35,0.35,-0.35,115,0,0,77.31,68.25,87.38,80.81,33.6205611153834,54.1537326304591,109.521949768743,70.4853546510277,167.188229946078,99.6792568024418,219.10166422153,138.487829963078,273.390766823356,188.06576250157,327.907427545876,242.658232006867,375.444763595962,287.726914036186,416.334679070121,324.873047934319,461.172534046645,363.420769886358
62589707,21.415,0.35,0,0,0.35,0.35,0,0,0.35,0.35,-0.35,115,0,0,77.31,68.25,87.38,80.81,33.6900006230387,54.1585411555528,109.378924629633,70.472560025814,166.831699042952,100.412065756371,217.614093860331,140.399749456726,270.351580828045,191.599406650324,323.038280731742,247.900432349405,370.058079089323,293.498449082036,410.318100745559,331.494586310606,457.203123842092,367.696568336399
62589907,21.615,0.35,0,0,0.35,0.35,0,0,0.35,0.35,-0.35,115,0,0,77.25,67.5,86.25,81.38,33.7230717090454,54.1801606815293,109.326408968901,70.8638987312742,165.946525859919,101.687264892376,214.829988583888,143.788460456246,264.696430333842,197.545641228141,314.426248925658,256.662408402072,359.803134598238,304.02710483524,399.553629035189,342.357688361709,446.570401614203,378.452778758176
62590107,21.814,0.35,0,0,0.35,0.35,0,0,0.35,0.35,-0.35,115,0,0,77.25,67.5,86.25,81.38,33.7268537532847,54.1785189791826,109.153463756701,71.0040120787552,165.231823143431,102.481030776928,212.559802156192,146.115778832818,260.100489498482,202.107312755936,307.268661608178,263.261873203024,351.393502757726,311.685509068271,391.142124380164,350.215593784998,438.713182500258,385.815078515336
62590308,22.014,0.25,0,0,0.25,0.25,0,0,0.25,0.25,-0.25,115,0,0,77.25,67.5,86.25,81.38,33.7491806438019,54.1640248004573,108.944958705941,71.0814934246068,164.558577829487,103.43011538206,210.465054585149,148.470284998677,255.684475293268,206.232298038499,300.304674439173,269.170780239388,343.010494314985,318.832289164715,382.139741925027,358.062053261937,429.540198618934,393.98189076703
62590507,22.215,0.25,0,0,0.25,0.25,0,0,0.25,0.25,-0.25,115,0,0,76.19,67.13,83.19,88.31,33.6816986389829,54.1142959825755,108.979227925144,70.9931302979675,164.361233460183,103.515333972425,209.713999984825,149.019158979482,253.957333375313,207.392660301198,297.743256540332,271.202007012683,340.217792479134,321.112734643261,379.577473388045,360.273916943114,427.249855771174,395.737731234657
62590707,22.42,0.25,0,0,0.25,0.25,0,0,0.25,0.25,-0.25,115,0,0,76.19,67.13,83.19,88.31,33.6563613507025,54.091751745098,108.86261344855,71.109398783555,163.741251025571,104.234529283586,207.950042460837,150.673752265036,250.384440625933,210.534038354968,292.200836409074,275.606044200517,334.445038569314,325.843087146895,371.935203107274,366.418561019727,419.287208450543,402.463756472041
62590907,22.614,0.25,0,0,0.25,0.25,0,0,0.25,0.25,-0.25,115,0,0,75.69,68.06,82.13,91.5,33.6072861244668,54.1173024996111,108.82778023037,71.0730864108014,163.587232386901,104.315812768114,207.298933868399,151.236125190144,248.934014928425,211.58522401463,289.959661901202,277.127920964167,330.926818356409,328.373582571556,369.684121087904,368.164599608998,417.707479059028,403.631369406878
62591108,22.815,0.25,0,0,0.25,0.25,0,0,0.25,0.25,-0.25,115,0,0,75.69,68.06,82.13,91.5,33.5960787681185,54.1073915721649,108.715591329999,71.0410702901246,163.090668797836,104.947516866132,205.92282572892,152.499130313053,246.025325223892,213.8977058748,285.312828266498,280.606407459275,326.384177165789,331.945838470884,363.570282619165,372.859320171418,410.940055463737,409.032446358373
62591308,23.015,0.2,0,0,0.2,0.2,0,0,0.2,0.2,-0.2,115,0,0,75.69,68.06,82.13,91.5,33.5964981299572,54.0829736315636,108.672170578978,71.0461392356627,162.963697012405,105.10695804525,205.486357727421,153.000219631786,244.997685496302,214.671206432296,283.826372712477,281.679165774036,323.656511379601,333.781628420692,361.93065895397,374.083777079235,409.401161411306,410.000803089584
62591508,23.216,0.2,0,0,0.2,0.2,0,0,0.2,0.2,-0.2,115,0,0,74.06,68.63,79.19,100.81,33.5922142880019,54.1112312920692,108.644923926257,71.1095734591608,162.83198213848,105.365318375191,204.844977799318,153.632510834804,243.645700490728,215.765572180405,281.789022995599,283.037581333199,321.068234534157,335.59164723402,359.066724454989,376.188158081767,406.332969483956,412.385419923463
